Probe,Chromosome,Start,End,Probe Strand,Feature,ID,Description,Feature Strand,Type,Feature Orientation,Distance,SRR4190177.sorted.bam
Chr2:15423451-15423750,2,15423451,15423750,,NBAS,ENSG00000151779.12,No description,-,Genegene,overlapping,0,4.700439453
Chr2:51917851-51918150,2,51917851,51918150,,AC007402.1,ENSG00000231918.1,No description,+,Genegene,overlapping,0,4.700439453
Chr2:64336051-64336350,2,64336051,64336350,,AC114752.2,ENSG00000238201.1,No description,-,Genegene,upstream,1717,4.700439453
Chr2:165522451-165523200,2,165522451,165523200,,CSRNP3,ENSG00000178662.15,No description,+,Genegene,overlapping,0,4.700439453
Chr2:223045351-223045650,2,223045351,223045650,,null,,,,,Not found,0,4.700439453
Chr3:25410451-25410750,3,25410451,25410750,,RARB,ENSG00000077092.18,No description,+,Genegene,overlapping,0,4.700439453
Chr3:49702051-49702500,3,49702051,49702500,,RNF123,ENSG00000164068.15,No description,+,Genegene,overlapping,0,4.700439453
Chr3:52895401-52895700,3,52895401,52895700,,TMEM110-MUSTN1,ENSG00000248592.7,No description,-,Genegene,overlapping,0,4.700439453
Chr3:80162851-80163150,3,80162851,80163150,,OSBPL9P1,ENSG00000271389.1,No description,+,Genegene,downstream,177,4.700439453
Chr3:119421601-119422050,3,119421601,119422050,,ARHGAP31,ENSG00000031081.10,No description,+,Genegene,upstream,887,4.700439453
Chr3:150791101-150791700,3,150791101,150791700,,null,,,,,Not found,0,4.700439453
Chr3:183765751-183766050,3,183765751,183766050,,YEATS2,ENSG00000163872.15,No description,+,Genegene,overlapping,0,4.700439453
Chr5:24314401-24314700,5,24314401,24314700,,null,,,,,Not found,0,4.700439453
Chr5:105215701-105216150,5,105215701,105216150,,AC099520.1,ENSG00000251574.6,No description,-,Genegene,overlapping,0,4.700439453
Chr5:175395151-175395600,5,175395151,175395600,,null,,,,,Not found,0,4.700439453
Chr6:93256201-93256500,6,93256201,93256500,,EPHA7,ENSG00000135333.13,No description,-,Genegene,overlapping,0,4.700439453
Chr6:170831851-170832300,6,170831851,170832300,,null,,,,,Not found,0,4.700439453
Chr7:10636801-10637100,7,10636801,10637100,,AC004949.1,ENSG00000283117.1,No description,-,Genegene,overlapping,0,4.700439453
Chr7:15013501-15014250,7,15013501,15014250,,null,,,,,Not found,0,4.700439453
Chr7:57426001-57426300,7,57426001,57426300,,SAPCD2P2,ENSG00000235368.1,No description,+,Genegene,upstream,325,4.700439453
Chr8:10117351-10117650,8,10117351,10117650,,MSRA,ENSG00000175806.14,No description,+,Genegene,overlapping,0,4.700439453
Chr8:42911251-42911700,8,42911251,42911700,,HOOK3,ENSG00000168172.8,No description,+,Genegene,overlapping,0,4.700439453
Chr8:49494151-49494450,8,49494151,49494450,,null,,,,,Not found,0,4.700439453
Chr8:84684151-84684450,8,84684151,84684450,,RALYL,ENSG00000184672.11,No description,+,Genegene,overlapping,0,4.700439453
Chr9:5401201-5401500,9,5401201,5401500,,PLGRKT,ENSG00000107020.9,No description,-,Genegene,overlapping,0,4.700439453
Chr9:107509951-107510250,9,107509951,107510250,,null,,,,,Not found,0,4.700439453
Chr9:134072551-134073000,9,134072551,134073000,,null,,,,,Not found,0,4.700439453
Chr10:7391851-7392150,10,7391851,7392150,,SFMBT2,ENSG00000198879.11,No description,-,Genegene,overlapping,0,4.700439453
Chr10:70883551-70884000,10,70883551,70884000,,PCBD1,ENSG00000166228.8,No description,-,Genegene,overlapping,0,4.700439453
Chr10:75173551-75173850,10,75173551,75173850,,SAMD8,ENSG00000156671.13,No description,+,Genegene,overlapping,0,4.700439453
Chr10:97336201-97336500,10,97336201,97336500,,AL355490.1,ENSG00000225850.3,No description,+,Genegene,overlapping,0,4.700439453
Chr10:124987651-124987950,10,124987651,124987950,,ZRANB1,ENSG00000019995.6,No description,+,Genegene,overlapping,0,4.700439453
Chr10:126393301-126393600,10,126393301,126393600,,null,,,,,Not found,0,4.700439453
Chr11:17620051-17620350,11,17620051,17620350,,OTOG,ENSG00000188162.10,No description,+,Genegene,overlapping,0,4.700439453
Chr11:133906801-133907100,11,133906801,133907100,,IGSF9B,ENSG00000080854.14,No description,-,Genegene,upstream,1464,4.700439453
Chr12:8645101-8645400,12,8645101,8645400,,MFAP5,ENSG00000197614.10,No description,-,Genegene,overlapping,0,4.700439453
Chr12:83636551-83636850,12,83636551,83636850,,null,,,,,Not found,0,4.700439453
Chr12:104146651-104147250,12,104146651,104147250,,null,,,,,Not found,0,4.700439453
Chr13:19239151-19239900,13,19239151,19239900,,null,,,,,Not found,0,4.700439453
Chr13:55186351-55186650,13,55186351,55186650,,null,,,,,Not found,0,4.700439453
Chr14:63000301-63000600,14,63000301,63000600,,KCNH5,ENSG00000140015.19,No description,-,Genegene,overlapping,0,4.700439453
Chr15:41708851-41709450,15,41708851,41709450,,MGA,ENSG00000174197.16,No description,+,Genegene,overlapping,0,4.700439453
Chr15:43758901-43759200,15,43758901,43759200,,PDIA3,ENSG00000167004.12,No description,+,Genegene,overlapping,0,4.700439453
Chr15:80937301-80937600,15,80937301,80937600,,CEMIP,ENSG00000103888.16,No description,+,Genegene,overlapping,0,4.700439453
Chr16:56475751-56476050,16,56475751,56476050,,OGFOD1,ENSG00000087263.16,No description,+,Genegene,overlapping,0,4.700439453
Chr16:64211701-64212000,16,64211701,64212000,,null,,,,,Not found,0,4.700439453
Chr16:70155751-70156050,16,70155751,70156050,,PDPR,ENSG00000090857.13,No description,+,Genegene,overlapping,0,4.700439453
Chr17:67099051-67099500,17,67099051,67099500,,HELZ,ENSG00000198265.11,No description,-,Genegene,overlapping,0,4.700439453
Chr18:43989901-43990350,18,43989901,43990350,,null,,,,,Not found,0,4.700439453
Chr19:39569251-39569850,19,39569251,39569850,,null,,,,,Not found,0,4.700439453
Chr20:33005551-33006150,20,33005551,33006150,,SUN5,ENSG00000167098.11,No description,-,Genegene,downstream,1118,4.700439453
Chr21:46057051-46057500,21,46057051,46057500,,AP001476.2,ENSG00000226115.1,No description,+,Genegene,overlapping,0,4.700439453
Chr22:42328651-42328950,22,42328651,42328950,,TCF20,ENSG00000100207.18,No description,-,Genegene,overlapping,0,4.700439453
ChrX:105257851-105258300,X,105257851,105258300,,IL1RAPL2,ENSG00000189108.12,No description,+,Genegene,overlapping,0,4.700439453
ChrX:135184501-135184800,X,135184501,135184800,,AC234771.4,ENSG00000236491.1,No description,-,Genegene,overlapping,0,4.700439453
Chr1:12104551-12105000,1,12104551,12105000,,TNFRSF8,ENSG00000120949.14,No description,+,Genegene,overlapping,0,4.643856049
Chr1:26232301-26232900,1,26232301,26232900,,CEP85,ENSG00000130695.15,No description,+,Genegene,downstream,1300,4.643856049
Chr1:36789001-36789300,1,36789001,36789300,,null,,,,,Not found,0,4.643856049
Chr1:63795301-63795600,1,63795301,63795600,,ROR1,ENSG00000185483.11,No description,+,Genegene,overlapping,0,4.643856049
Chr1:90496201-90496500,1,90496201,90496500,,null,,,,,Not found,0,4.643856049
Chr1:184927801-184928100,1,184927801,184928100,,FAM129A,ENSG00000135842.16,No description,-,Genegene,overlapping,0,4.643856049
Chr2:158679001-158679300,2,158679001,158679300,,PKP4,ENSG00000144283.21,No description,+,Genegene,overlapping,0,4.643856049
Chr2:182496151-182496450,2,182496151,182496450,,PDE1A,ENSG00000115252.18,No description,-,Genegene,overlapping,0,4.643856049
Chr2:197673151-197673450,2,197673151,197673450,,RFTN2,ENSG00000162944.10,No description,-,Genegene,overlapping,0,4.643856049
Chr3:31128001-31128300,3,31128001,31128300,,null,,,,,Not found,0,4.643856049
Chr3:43343701-43344450,3,43343701,43344450,,SNRK,ENSG00000163788.13,No description,+,Genegene,overlapping,0,4.643856049
Chr3:58210501-58210800,3,58210501,58210800,,DNASE1L3,ENSG00000163687.13,No description,-,Genegene,overlapping,0,4.643856049
Chr3:69828001-69828300,3,69828001,69828300,,MITF,ENSG00000187098.15,No description,+,Genegene,overlapping,0,4.643856049
Chr3:141720901-141721200,3,141720901,141721200,,AC092978.1,ENSG00000242104.5,No description,+,Genegene,overlapping,0,4.643856049
Chr3:180396751-180397050,3,180396751,180397050,,null,,,,,Not found,0,4.643856049
Chr3:188292601-188293050,3,188292601,188293050,,LPP,ENSG00000145012.13,No description,+,Genegene,overlapping,0,4.643856049
Chr4:29897251-29897700,4,29897251,29897700,,null,,,,,Not found,0,4.643856049
Chr5:82415551-82415850,5,82415551,82415850,,null,,,,,Not found,0,4.643856049
Chr5:136836901-136837500,5,136836901,136837500,,null,,,,,Not found,0,4.643856049
Chr6:14058601-14058900,6,14058601,14058900,,null,,,,,Not found,0,4.643856049
Chr6:75622201-75622650,6,75622201,75622650,,SENP6,ENSG00000112701.17,No description,+,Genegene,overlapping,0,4.643856049
Chr6:141149101-141149700,6,141149101,141149700,,null,,,,,Not found,0,4.643856049
Chr6:148571101-148571400,6,148571101,148571400,,null,,,,,Not found,0,4.643856049
Chr7:57185251-57185550,7,57185251,57185550,,MTND1P4,ENSG00000230764.1,No description,+,Genegene,downstream,238,4.643856049
Chr7:115929301-115929600,7,115929301,115929600,,null,,,,,Not found,0,4.643856049
Chr8:47612701-47613150,8,47612701,47613150,,SPIDR,ENSG00000164808.16,No description,+,Genegene,overlapping,0,4.643856049
Chr8:74637751-74638050,8,74637751,74638050,,MIR2052HG,ENSG00000254349.5,No description,+,Genegene,overlapping,0,4.643856049
Chr8:129725101-129725550,8,129725101,129725550,,null,,,,,Not found,0,4.643856049
Chr9:18130201-18130500,9,18130201,18130500,,ADAMTSL1,ENSG00000178031.16,No description,+,Genegene,overlapping,0,4.643856049
Chr9:96806401-96807000,9,96806401,96807000,,null,,,,,Not found,0,4.643856049
Chr9:133819051-133819350,9,133819051,133819350,,VAV2,ENSG00000160293.16,No description,-,Genegene,overlapping,0,4.643856049
Chr11:114806551-114806850,11,114806551,114806850,,null,,,,,Not found,0,4.643856049
Chr12:88198651-88198950,12,88198651,88198950,,TMTC3,ENSG00000139324.11,No description,+,Genegene,overlapping,0,4.643856049
Chr13:49810051-49810500,13,49810051,49810500,,null,,,,,Not found,0,4.643856049
Chr13:106887901-106888200,13,106887901,106888200,,null,,,,,Not found,0,4.643856049
Chr15:33039901-33040650,15,33039901,33040650,,FMN1,ENSG00000248905.8,No description,-,Genegene,overlapping,0,4.643856049
Chr16:82522951-82523250,16,82522951,82523250,,AC009117.2,ENSG00000261285.6,No description,-,Genegene,overlapping,0,4.643856049
Chr17:32135851-32136300,17,32135851,32136300,,null,,,,,Not found,0,4.643856049
Chr18:32251051-32251350,18,32251051,32251350,,GAREM1,ENSG00000141441.15,No description,-,Genegene,overlapping,0,4.643856049
Chr18:57614251-57614700,18,57614251,57614700,,NARS,ENSG00000134440.11,No description,-,Genegene,overlapping,0,4.643856049
Chr19:35455201-35455500,19,35455201,35455500,,null,,,,,Not found,0,4.643856049
Chr20:33962701-33963000,20,33962701,33963000,,null,,,,,Not found,0,4.643856049
Chr20:45750301-45750600,20,45750301,45750600,,WFDC3,ENSG00000124116.18,No description,-,Genegene,overlapping,0,4.643856049
Chr21:35208451-35209050,21,35208451,35209050,,RUNX1,ENSG00000159216.18,No description,-,Genegene,overlapping,0,4.643856049
Chr22:18088201-18088650,22,18088201,18088650,,PEX26,ENSG00000215193.12,No description,+,Genegene,overlapping,0,4.643856049
Chr22:41510401-41510700,22,41510401,41510700,,ACO2,ENSG00000100412.15,No description,+,Genegene,overlapping,0,4.643856049
Chr22:44907451-44907900,22,44907451,44907900,,PHF21B,ENSG00000056487.15,No description,-,Genegene,overlapping,0,4.643856049
Chr22:50968951-50969250,22,50968951,50969250,,null,,,,,Not found,0,4.643856049
ChrX:65505901-65506350,X,65505901,65506350,,ZC3H12B,ENSG00000102053.12,No description,+,Genegene,overlapping,0,4.643856049
ChrX:113268451-113268750,X,113268451,113268750,,null,,,,,Not found,0,4.643856049
ChrX:121717501-121717800,X,121717501,121717800,,null,,,,,Not found,0,4.643856049
Chr1:6024751-6025050,1,6024751,6025050,,KCNAB2,ENSG00000069424.14,No description,+,Genegene,overlapping,0,4.584962368
Chr1:30885001-30885450,1,30885001,30885450,,SDC3,ENSG00000162512.15,No description,-,Genegene,overlapping,0,4.584962368
Chr1:118166551-118166850,1,118166551,118166850,,SPAG17,ENSG00000155761.13,No description,-,Genegene,overlapping,0,4.584962368
Chr1:121138351-121138950,1,121138351,121138950,,AC244453.1,ENSG00000227193.2,No description,+,Genegene,overlapping,0,4.584962368
Chr1:157277251-157277700,1,157277251,157277700,,null,,,,,Not found,0,4.584962368
Chr1:182155651-182155950,1,182155651,182155950,,LINC01344,ENSG00000228918.3,No description,-,Genegene,overlapping,0,4.584962368
Chr2:8960551-8961000,2,8960551,8961000,,MBOAT2,ENSG00000143797.11,No description,-,Genegene,overlapping,0,4.584962368
Chr2:149946751-149947050,2,149946751,149947050,,null,,,,,Not found,0,4.584962368
Chr2:163952101-163952400,2,163952101,163952400,,AC016766.1,ENSG00000237844.1,No description,-,Genegene,overlapping,0,4.584962368
Chr2:207630451-207630750,2,207630451,207630750,,null,,,,,Not found,0,4.584962368
Chr2:223605451-223605900,2,223605451,223605900,,null,,,,,Not found,0,4.584962368
Chr2:231171001-231171300,2,231171001,231171300,,PSMD1,ENSG00000173692.12,No description,+,Genegene,overlapping,0,4.584962368
Chr3:57929401-57929700,3,57929401,57929700,,SLMAP,ENSG00000163681.14,No description,+,Genegene,upstream,233,4.584962368
Chr3:77829751-77830200,3,77829751,77830200,,null,,,,,Not found,0,4.584962368
Chr3:89499601-89499900,3,89499601,89499900,,null,,,,,Not found,0,4.584962368
Chr3:115802851-115803150,3,115802851,115803150,,LSAMP,ENSG00000185565.11,No description,-,Genegene,overlapping,0,4.584962368
Chr3:190194151-190194750,3,190194151,190194750,,null,,,,,Not found,0,4.584962368
Chr4:24911551-24912000,4,24911551,24912000,,CCDC149,ENSG00000181982.18,No description,-,Genegene,overlapping,0,4.584962368
Chr4:134626801-134627100,4,134626801,134627100,,null,,,,,Not found,0,4.584962368
Chr4:147834601-147835350,4,147834601,147835350,,ARHGAP10,ENSG00000071205.11,No description,+,Genegene,overlapping,0,4.584962368
Chr5:3433951-3434250,5,3433951,3434250,,LINC01019,ENSG00000248118.1,No description,-,Genegene,overlapping,0,4.584962368
Chr5:119575801-119576100,5,119575801,119576100,,HSD17B4,ENSG00000133835.15,No description,+,Genegene,overlapping,0,4.584962368
Chr5:160350901-160351350,5,160350901,160351350,,C1QTNF2,ENSG00000145861.7,No description,-,Genegene,overlapping,0,4.584962368
Chr6:34579351-34579650,6,34579351,34579650,,null,,,,,Not found,0,4.584962368
Chr6:111745651-111745950,6,111745651,111745950,,FYN,ENSG00000010810.17,No description,-,Genegene,overlapping,0,4.584962368
Chr6:138319351-138319650,6,138319351,138319650,,ARFGEF3,ENSG00000112379.8,No description,+,Genegene,overlapping,0,4.584962368
Chr6:152535301-152535600,6,152535301,152535600,,SYNE1,ENSG00000131018.22,No description,-,Genegene,overlapping,0,4.584962368
Chr7:29976001-29976450,7,29976001,29976450,,SCRN1,ENSG00000136193.16,No description,-,Genegene,overlapping,0,4.584962368
Chr7:82907251-82907550,7,82907251,82907550,,PCLO,ENSG00000186472.19,No description,-,Genegene,overlapping,0,4.584962368
Chr8:70637101-70637400,8,70637101,70637400,,LACTB2-AS1,ENSG00000246366.6,No description,+,Genegene,overlapping,0,4.584962368
Chr9:71671801-71672250,9,71671801,71672250,,null,,,,,Not found,0,4.584962368
Chr9:97172401-97172700,9,97172401,97172700,,ANKRD18CP,ENSG00000159712.10,No description,-,Genegene,overlapping,0,4.584962368
Chr10:117692851-117693150,10,117692851,117693150,,null,,,,,Not found,0,4.584962368
Chr11:10544101-10544400,11,10544101,10544400,,MRVI1-AS1,ENSG00000177112.7,No description,+,Genegene,overlapping,0,4.584962368
Chr11:40237351-40237650,11,40237351,40237650,,LRRC4C,ENSG00000148948.7,No description,-,Genegene,overlapping,0,4.584962368
Chr11:117596251-117596550,11,117596251,117596550,,DSCAML1,ENSG00000177103.13,No description,-,Genegene,overlapping,0,4.584962368
Chr12:7592551-7592850,12,7592551,7592850,,null,,,,,Not found,0,4.584962368
Chr12:78054601-78054900,12,78054601,78054900,,NAV3,ENSG00000067798.15,No description,+,Genegene,overlapping,0,4.584962368
Chr13:95833351-95833650,13,95833351,95833650,,UGGT2,ENSG00000102595.19,No description,-,Genegene,overlapping,0,4.584962368
Chr13:99247051-99247800,13,99247051,99247800,,UBAC2,ENSG00000134882.15,No description,+,Genegene,overlapping,0,4.584962368
Chr13:114984901-114985500,13,114984901,114985500,,null,,,,,Not found,0,4.584962368
Chr14:52764601-52764900,14,52764601,52764900,,STYX,ENSG00000198252.11,No description,+,Genegene,overlapping,0,4.584962368
Chr15:42532651-42532950,15,42532651,42532950,,SNAP23,ENSG00000092531.9,No description,+,Genegene,overlapping,0,4.584962368
Chr16:14296501-14296800,16,14296501,14296800,,null,,,,,Not found,0,4.584962368
Chr17:28138201-28138500,17,28138201,28138500,,NLK,ENSG00000087095.12,No description,+,Genegene,overlapping,0,4.584962368
Chr17:39553501-39554100,17,39553501,39554100,,CDK12,ENSG00000167258.13,No description,+,Genegene,overlapping,0,4.584962368
Chr18:9926101-9926850,18,9926101,9926850,,VAPA,ENSG00000101558.13,No description,+,Genegene,overlapping,0,4.584962368
Chr18:48266551-48266850,18,48266551,48266850,,ZBTB7C,ENSG00000184828.9,No description,-,Genegene,overlapping,0,4.584962368
Chr20:36873451-36873750,20,36873451,36873750,,null,,,,,Not found,0,4.584962368
Chr6_mcf_hap5:991951-992550,6_mcf_hap5,991951,992550,,null,,,,,Not found,0,4.584962368
ChrX:13796101-13796400,X,13796101,13796400,,GPM6B,ENSG00000046653.14,No description,-,Genegene,overlapping,0,4.584962368
ChrX:110764951-110765250,X,110764951,110765250,,CHRDL1,ENSG00000101938.14,No description,-,Genegene,overlapping,0,4.584962368
ChrX:111470401-111470700,X,111470401,111470700,,null,,,,,Not found,0,4.584962368
ChrX:132534901-132535200,X,132534901,132535200,,null,,,,,Not found,0,4.584962368
ChrX:153576001-153576450,X,153576001,153576450,,ATP2B3,ENSG00000067842.17,No description,+,Genegene,overlapping,0,4.584962368
ChrX:153991501-153991800,X,153991501,153991800,,null,,,,,Not found,0,4.584962368
Chr1:54889351-54889650,1,54889351,54889650,,DHCR24-DT,ENSG00000233203.6,No description,+,Genegene,upstream,501,4.523561954
Chr1:120240451-120240900,1,120240451,120240900,,AC244669.2,ENSG00000274642.1,No description,+,Genegene,overlapping,0,4.523561954
Chr2:51123751-51124050,2,51123751,51124050,,NRXN1,ENSG00000179915.22,No description,-,Genegene,overlapping,0,4.523561954
Chr2:80061151-80061450,2,80061151,80061450,,CTNNA2,ENSG00000066032.18,No description,+,Genegene,overlapping,0,4.523561954
Chr2:119062501-119063100,2,119062501,119063100,,null,,,,,Not found,0,4.523561954
Chr2:141435451-141435750,2,141435451,141435750,,LRP1B,ENSG00000168702.17,No description,-,Genegene,overlapping,0,4.523561954
Chr2:162299401-162300000,2,162299401,162300000,,IFIH1,ENSG00000115267.6,No description,-,Genegene,overlapping,0,4.523561954
Chr2:189750751-189751050,2,189750751,189751050,,ANKAR,ENSG00000151687.14,No description,+,Genegene,overlapping,0,4.523561954
Chr2:228271051-228271350,2,228271051,228271350,,null,,,,,Not found,0,4.523561954
Chr2:238343551-238343850,2,238343551,238343850,,TRAF3IP1,ENSG00000204104.11,No description,+,Genegene,overlapping,0,4.523561954
Chr3:47394001-47394600,3,47394001,47394600,,PTPN23,ENSG00000076201.14,No description,+,Genegene,overlapping,0,4.523561954
Chr3:76651951-76652700,3,76651951,76652700,,ROBO2,ENSG00000185008.17,No description,+,Genegene,overlapping,0,4.523561954
Chr3:115917751-115918050,3,115917751,115918050,,LSAMP,ENSG00000185565.11,No description,-,Genegene,overlapping,0,4.523561954
Chr3:127282501-127283100,3,127282501,127283100,,PRR20G,ENSG00000239620.2,No description,-,Genegene,upstream,684,4.523561954
Chr3:182409301-182409900,3,182409301,182409900,,null,,,,,Not found,0,4.523561954
Chr4:39979051-39979350,4,39979051,39979350,,PDS5A,ENSG00000121892.14,No description,-,Genegene,downstream,1095,4.523561954
Chr4:61496251-61496700,4,61496251,61496700,,ADGRL3,ENSG00000150471.16,No description,+,Genegene,overlapping,0,4.523561954
Chr4:116761651-116761950,4,116761651,116761950,,null,,,,,Not found,0,4.523561954
Chr4:144288601-144289050,4,144288601,144289050,,AC098588.2,ENSG00000285783.1,No description,-,Genegene,overlapping,0,4.523561954
Chr5:86196151-86196450,5,86196151,86196450,,null,,,,,Not found,0,4.523561954
Chr6:153503851-153504150,6,153503851,153504150,,null,,,,,Not found,0,4.523561954
Chr9:80262601-80262900,9,80262601,80262900,,null,,,,,Not found,0,4.523561954
Chr9:139001701-139002000,9,139001701,139002000,,null,,,,,Not found,0,4.523561954
Chr10:108726451-108726750,10,108726451,108726750,,AL356476.1,ENSG00000223381.1,No description,+,Genegene,overlapping,0,4.523561954
Chr10:121876501-121876800,10,121876501,121876800,,ATE1,ENSG00000107669.17,No description,-,Genegene,overlapping,0,4.523561954
Chr11:27335401-27335850,11,27335401,27335850,,CCDC34,ENSG00000109881.16,No description,-,Genegene,overlapping,0,4.523561954
Chr12:113729401-113729700,12,113729401,113729700,,LINC01234,ENSG00000249550.6,No description,-,Genegene,overlapping,0,4.523561954
Chr15:43345951-43346400,15,43345951,43346400,,ADAL,ENSG00000168803.15,No description,+,Genegene,overlapping,0,4.523561954
Chr15:102292351-102292650,15,102292351,102292650,,null,,,,,Not found,0,4.523561954
Chr16:25281901-25282200,16,25281901,25282200,,null,,,,,Not found,0,4.523561954
Chr17:68634151-68634600,17,68634151,68634600,,LINC01482,ENSG00000267659.5,No description,+,Genegene,overlapping,0,4.523561954
Chr17:79237051-79237350,17,79237051,79237350,,RBFOX3,ENSG00000167281.19,No description,-,Genegene,overlapping,0,4.523561954
Chr19:28500001-28500300,19,28500001,28500300,,AC005394.2,ENSG00000283403.1,No description,-,Genegene,overlapping,0,4.523561954
Chr19:33291901-33292200,19,33291901,33292200,,null,,,,,Not found,0,4.523561954
Chr20:31809151-31809450,20,31809151,31809450,,AL160175.1,ENSG00000230801.1,No description,-,Genegene,downstream,402,4.523561954
ChrX:42440851-42441300,X,42440851,42441300,,Z93403.1,ENSG00000231772.5,No description,+,Genegene,overlapping,0,4.523561954
ChrX:64866451-64866750,X,64866451,64866750,,null,,,,,Not found,0,4.523561954
Chr1:31526851-31527150,1,31526851,31527150,,LINC01226,ENSG00000284543.1,No description,+,Genegene,overlapping,0,4.459431648
Chr1:51588001-51588300,1,51588001,51588300,,CALR4P,ENSG00000227742.2,No description,-,Genegene,overlapping,0,4.459431648
Chr1:65532601-65532900,1,65532601,65532900,,LEPR,ENSG00000116678.19,No description,+,Genegene,overlapping,0,4.459431648
Chr2:82721701-82722000,2,82721701,82722000,,null,,,,,Not found,0,4.459431648
Chr2:236560201-236560500,2,236560201,236560500,,null,,,,,Not found,0,4.459431648
Chr3:41272801-41273100,3,41272801,41273100,,ULK4,ENSG00000168038.10,No description,-,Genegene,overlapping,0,4.459431648
Chr4:179777101-179777400,4,179777101,179777400,,null,,,,,Not found,0,4.459431648
Chr5:64913701-64914450,5,64913701,64914450,,CWC27,ENSG00000153015.15,No description,+,Genegene,overlapping,0,4.459431648
Chr5:124912801-124913250,5,124912801,124913250,,LINC02240,ENSG00000260192.2,No description,+,Genegene,overlapping,0,4.459431648
Chr5:161318251-161318550,5,161318251,161318550,,GABRB2,ENSG00000145864.12,No description,-,Genegene,overlapping,0,4.459431648
Chr6:134742001-134742300,6,134742001,134742300,,null,,,,,Not found,0,4.459431648
Chr6:138919501-138919800,6,138919501,138919800,,REPS1,ENSG00000135597.18,No description,-,Genegene,overlapping,0,4.459431648
Chr6:151440751-151441050,6,151440751,151441050,,RMND1,ENSG00000155906.17,No description,-,Genegene,overlapping,0,4.459431648
Chr6:160389901-160390350,6,160389901,160390350,,SLC22A3,ENSG00000146477.5,No description,+,Genegene,overlapping,0,4.459431648
Chr7:33771601-33771900,7,33771601,33771900,,null,,,,,Not found,0,4.459431648
Chr7:87608551-87608850,7,87608551,87608850,,ABCB1,ENSG00000085563.14,No description,-,Genegene,overlapping,0,4.459431648
Chr7:101287801-101288100,7,101287801,101288100,,AZGP1P2,ENSG00000214252.4,No description,-,Genegene,overlapping,0,4.459431648
Chr7:144367801-144368100,7,144367801,144368100,,ARHGEF5,ENSG00000050327.14,No description,+,Genegene,overlapping,0,4.459431648
Chr8:294451-294900,8,294451,294900,,null,,,,,Not found,0,4.459431648
Chr8:81157051-81157350,8,81157051,81157350,,AC079209.1,ENSG00000253214.1,No description,+,Genegene,overlapping,0,4.459431648
Chr9:8916901-8917200,9,8916901,8917200,,PTPRD,ENSG00000153707.16,No description,-,Genegene,overlapping,0,4.459431648
Chr9:24380251-24380550,9,24380251,24380550,,null,,,,,Not found,0,4.459431648
Chr9:34701151-34701450,9,34701151,34701450,,null,,,,,Not found,0,4.459431648
Chr10:117661051-117661650,10,117661051,117661650,,null,,,,,Not found,0,4.459431648
Chr11:66991201-66991500,11,66991201,66991500,,null,,,,,Not found,0,4.459431648
Chr11:99187051-99187500,11,99187051,99187500,,CNTN5,ENSG00000149972.10,No description,+,Genegene,overlapping,0,4.459431648
Chr12:83984251-83984550,12,83984251,83984550,,null,,,,,Not found,0,4.459431648
Chr13:100406851-100407150,13,100406851,100407150,,PCCA,ENSG00000175198.16,No description,+,Genegene,overlapping,0,4.459431648
Chr13:101240851-101241150,13,101240851,101241150,,NALCN,ENSG00000102452.16,No description,-,Genegene,overlapping,0,4.459431648
Chr14:55229851-55230150,14,55229851,55230150,,AL158801.5,ENSG00000279392.1,No description,+,Genegene,upstream,170,4.459431648
Chr15:95628751-95629050,15,95628751,95629050,,null,,,,,Not found,0,4.459431648
Chr16:5764351-5764800,16,5764351,5764800,,RBFOX1,ENSG00000078328.20,No description,+,Genegene,overlapping,0,4.459431648
Chr16:8334451-8334750,16,8334451,8334750,,AC018767.3,ENSG00000260058.1,No description,+,Genegene,overlapping,0,4.459431648
Chr17:27857251-27857550,17,27857251,27857550,,AC005697.1,ENSG00000266202.1,No description,-,Genegene,overlapping,0,4.459431648
Chr17:76537801-76538100,17,76537801,76538100,,CYGB,ENSG00000161544.9,No description,-,Genegene,overlapping,0,4.459431648
Chr18:825451-825750,18,825451,825750,,null,,,,,Not found,0,4.459431648
Chr18:54132601-54132900,18,54132601,54132900,,null,,,,,Not found,0,4.459431648
Chr19:46485751-46486350,19,46485751,46486350,,PPP5D1,ENSG00000230510.6,No description,-,Genegene,overlapping,0,4.459431648
Chr20:973351-973650,20,973351,973650,,RSPO4,ENSG00000101282.8,No description,-,Genegene,overlapping,0,4.459431648
Chr20:33104551-33104850,20,33104551,33104850,,BPIFB4,ENSG00000186191.7,No description,+,Genegene,overlapping,0,4.459431648
Chr22:30363301-30363600,22,30363301,30363600,,CCDC157,ENSG00000187860.10,No description,+,Genegene,overlapping,0,4.459431648
ChrX:49686901-49687350,X,49686901,49687350,,PAGE1,ENSG00000068985.4,No description,-,Genegene,upstream,100,4.459431648
ChrX:103404601-103404900,X,103404601,103404900,,AL606763.1,ENSG00000281091.2,No description,+,Genegene,overlapping,0,4.459431648
ChrX:108967351-108967800,X,108967351,108967800,,null,,,,,Not found,0,4.459431648
Chr1:52963951-52964250,1,52963951,52964250,,SCP2,ENSG00000116171.17,No description,+,Genegene,overlapping,0,4.392317772
Chr1:75079801-75080250,1,75079801,75080250,,null,,,,,Not found,0,4.392317772
Chr1:89952751-89953050,1,89952751,89953050,,null,,,,,Not found,0,4.392317772
